Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,108308,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,107406.6551,73.86342652,15472.57143,40498.64632,107313,3,807,403.5,502.7529214,759,48,108283,27070.75,53496.00591,107313,3,0,0,0,0,72,112,27.69878495,46.16464158,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,7501793,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.19923517,0.533205862,2500597.667,4330273.696,7500767,3,7501793,2500597.667,4330273.696,7500767,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.533205862,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1026.0,0.0,1026,1026,7500767.0,0.0,7500767,7500767,DDoS
80,2002951,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,14.97790011,2.496316685,500737.75,998811.6373,1998954,3,2002951,500737.75,998811.6373,1998954,3,0,0.0,0.0,0,0,0,0,0,0,100,0,2.496316685,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,720608,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,16143.31231,11.10173631,102944.0,272012.4237,719810,2,610,305.0,425.6782823,606,4,720606,180151.5,359772.4429,719810,4,0,0,0,0,72,112,4.163151117,6.938585195,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,248058,2,5,20,11601,20,0,10.0,14.14213562,7300,0,2320.2,3022.508098,46847.9146,28.2192068,41343.0,89667.26848,223305,16,24334,24334.0,0.0,24334,24334,248042,62010.5,108132.9705,223305,166,0,0,0,0,52,112,8.062630514,20.15657628,0,7300,1452.625,2579.543312,6654043.696,0,0,0,1,0,0,0,0,2,1660.142857,10.0,2320.2,52,0,0,0,0,0,0,2,20,5,11601,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,40775,3,5,26,11601,20,0,8.666666667,10.26320288,5755,0,2320.2,2411.235202,285150.2146,196.1986511,5825.0,15032.18699,39914,3,40004,20002.0,28282.85703,40001,3,40688,10172.0,19965.58815,40120,64,0,0,0,0,72,112,73.57449418,122.624157,0,5755,1291.888889,2096.202068,4394063.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,3351932,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,8.950062233,1.491677039,837983.0,1674642.065,3349946,3,3351932,837983.0,1674642.065,3349946,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.491677039,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,11546591,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.078535561,0.346422593,3848863.667,6665076.442,11500000,268,11500000,3848863.667,6665076.442,11500000,268,0,0.0,0.0,0,0,0,0,0,0,80,0,0.346422593,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1560.0,0.0,1560,1560,11500000.0,0.0,11500000,11500000,DDoS
80,106969,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,108751.1335,65.43951986,17828.16667,43041.62253,105685,23,1152,576.0,45.254834,608,544,106946,35648.66667,60655.6789,105685,87,0,0,0,0,72,92,28.04550851,37.39401135,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,876017,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,13279.42266,9.132242867,125145.2857,330673.9015,875043,2,748,374.0,526.0874452,746,2,875971,218992.75,437366.9595,875043,3,0,0,0,0,72,112,3.424591075,5.707651792,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,883954,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,13160.18707,9.050244696,126279.1429,333656.6173,882941,4,786,393.0,550.1290758,782,4,883908,220977.0,441309.4672,882941,5,0,0,0,0,72,112,3.393841761,5.656402935,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,719590,3,7,26,11601,20,0,8.666666667,10.26320288,4380,0,1657.285714,1561.969346,16157.81209,13.89680235,79954.44444,231445.3271,696842,5,22037,11018.5,15575.44107,22032,5,719490,119915.0,282771.606,696842,49,0,0,0,0,72,152,4.169040704,9.727761642,0,4380,1057.0,1468.855269,2157535.8,0,0,0,1,0,0,0,0,2,1162.7,8.666666667,1657.285714,72,0,0,0,0,0,0,3,26,7,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1340426,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,8678.584271,5.968251884,191489.4286,506268.332,1339598,1,600,300.0,400.2224382,583,17,1340411,335102.75,669663.5606,1339598,1,0,0,0,0,72,112,2.238094457,3.730157428,0,10220,1292.555556,3378.299021,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1138524,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10217.61509,6.148311322,189754.0,464336.1057,1137576,13,665,332.5,417.9001077,628,37,1138511,379503.6667,656509.962,1137576,179,0,0,0,0,72,92,2.634990567,3.513320756,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,17735,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,655596.2785,507.4711023,2216.875,5953.440984,16948,2,16964,8482.0,11992.53101,16962,2,17721,3544.2,7563.911402,17073,46,0,0,0,0,72,132,169.1570341,338.3140682,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,9010737,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.329361405,0.554893568,2252684.25,4504037.191,9008740,3,9010737,2252684.25,4504037.191,9008740,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.554893568,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1997.0,0.0,1997,1997,9008740.0,0.0,9008740,9008740,DDoS
80,1836795,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6333.314278,4.899839122,229599.375,648906.9421,1835562,3,914,457.0,507.7026689,816,98,1836748,367349.6,820755.7691,1835562,3,0,0,0,0,72,132,1.633279707,3.266559415,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,78333486,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,148.8890715,0.165957123,6527790.5,21400000.0,74300000,8,76500000,10900000.0,28000000.0,74300000,145,1862719,465679.75,930753.5553,1861810,8,0,0,0,0,172,112,0.102127461,0.063829663,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2128614.0,0.0,2128614,2128614,74300000.0,0.0,74300000,74300000,DDoS
80,7900823,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.797072786,0.632845464,1975205.75,3949746.194,7899825,3,7900823,1975205.75,3949746.194,7899825,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.632845464,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,998.0,0.0,998,998,7899825.0,0.0,7899825,7899825,DDoS
80,1411892,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,16.9984673,2.833077884,470630.6667,815154.4942,1411890,1,1411892,470630.6667,815154.4942,1411890,1,0,0.0,0.0,0,0,0,0,0,0,80,0,2.833077884,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8950782,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.681329966,0.446888328,2983594.0,5166447.779,8949294,213,8950782,2983594.0,5166447.779,8949294,213,0,0.0,0.0,0,0,0,0,0,0,80,0,0.446888328,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1488.0,0.0,1488,1488,8949294.0,0.0,8949294,8949294,DDoS
80,1451909,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,8012.210132,5.509987196,207415.5714,548462.247,1451211,3,490,245.0,277.1858582,441,49,1451862,362965.5,725497.0286,1451211,3,0,0,0,0,72,112,2.066245199,3.443741998,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,440367,3,4,26,11601,20,0,8.666666667,10.26320288,7215,0,2900.25,3540.00286,26402.97752,15.89583234,73394.5,169082.7331,418076,49,22053,11026.5,15524.52938,22004,49,440221,146740.3333,235236.9681,418076,157,0,0,0,0,72,92,6.812499574,9.083332766,0,7215,1453.375,2786.259804,7763243.696,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,7133844,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.205306424,0.700884404,1783461.0,3564920.093,7130841,2,7133844,1783461.0,3564920.093,7130841,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.700884404,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3003.0,0.0,3003,3003,7130841.0,0.0,7130841,7130841,DDoS
80,4376480,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,5.483859174,0.913976529,1458826.667,2526112.387,4375730,341,4376480,1458826.667,2526112.387,4375730,341,0,0.0,0.0,0,0,0,0,0,0,80,0,0.913976529,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,80194557,8,6,56,11607,20,0,7.0,5.656854249,7300,0,1934.5,2863.744245,145.4338104,0.174575439,6168812.077,19400000.0,70400000,3,78500000,11200000.0,26300000.0,70400000,3,1713901,342780.2,765864.4253,1712800,3,0,0,0,0,172,132,0.099757394,0.074818045,0,7300,777.9333333,1970.892563,3884417.495,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1981.0,0.0,1981,1981,39200000.0,44100000.0,70400000,8077810,DDoS
80,1741453,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6680.053955,5.168098134,217681.625,615391.1577,1740697,4,619,309.5,248.1944802,485,134,1741396,348279.2,778385.2586,1740697,4,0,0,0,0,72,132,1.722699378,3.445398756,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1879769,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6188.526356,3.723861815,313294.8333,766934.3936,1878793,6,891,445.5,475.8828637,782,109,1879749,626583.0,1084445.774,1878793,6,0,0,0,0,72,92,1.595940778,2.127921037,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1867545,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,6229.033303,3.748236321,311257.5,761977.726,1866638,5,756,378.0,313.9554108,600,156,1867327,622442.3333,1077505.108,1866638,5,0,0,0,0,72,92,1.606386995,2.141849326,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,40543,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,286781.9352,172.6561922,6757.166667,15210.95543,37799,151,39013,19506.5,26148.10166,37996,1017,40346,13448.66667,22099.64385,38967,617,0,0,0,0,72,92,73.99551094,98.66068125,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,295384,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,39382.63413,23.69796604,49230.66667,120117.9932,294420,6,888,444.0,367.6955262,704,184,295340,98446.66667,169718.4924,294420,6,0,0,0,0,72,92,10.15627116,13.54169488,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,8573812,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.79922163,0.466536938,2857937.333,4950089.202,8573808,1,8573812,2857937.333,4950089.202,8573808,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.466536938,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,8573808.0,0.0,8573808,8573808,DDoS
80,712793,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,16320.30618,12.62638662,89099.125,251611.288,711805,3,754,377.0,507.7026689,736,18,712781,142556.2,318219.9141,711805,3,0,0,0,0,72,132,4.208795541,8.417591082,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,754283,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,15422.59338,10.60609877,107754.7143,284642.4974,753263,4,785,392.5,475.8828637,729,56,754236,188559.0,376469.4757,753263,4,0,0,0,0,72,112,3.977287039,6.628811732,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,85038,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2189.772933,136727.1102,105.8350385,10629.75,22137.82882,62138,47,22560,11280.0,14874.69825,21798,762,84983,16996.6,27043.8472,62138,47,0,0,0,0,72,132,35.27834615,70.5566923,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,1605655,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,7245.018388,4.982390364,229379.2857,606441.8231,1604660,13,728,364.0,343.6538957,607,121,1605632,401408.0,802168.0736,1604660,13,0,0,0,0,72,112,1.868396387,3.113993978,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,5842882,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.107561987,0.684593665,1947627.333,3373386.031,5842878,1,5842882,1947627.333,3373386.031,5842878,1,0,0.0,0.0,0,0,0,0,0,0,80,0,0.684593665,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,4.0,0.0,4,4,5842878.0,0.0,5842878,5842878,DDoS
80,76269337,8,6,56,11601,20,0,7.0,5.656854249,4380,0,1933.5,1757.789948,152.8399283,0.183560007,5866872.077,19500000.0,70600000,1,76300000,10900000.0,26400000.0,70600000,1,26428,5285.6,7138.67819,13786,14,0,0,0,0,172,132,0.104891432,0.078668574,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7.0,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1017.0,0.0,1017,1017,38100000.0,45900000.0,70600000,5677995,DDoS
80,6978846,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.298704972,0.716450829,1744711.5,3486853.203,6974991,1,6978846,1744711.5,3486853.203,6974991,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.716450829,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3855.0,0.0,3855,3855,6974991.0,0.0,6974991,6974991,DDoS
