Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
64771,82212479,6,9,11613,62,7215,0,1935.5,3122.940009,20,0,6.888888889,5.30199124,142.0100712,0.182454053,5872319.929,21400000.0,80300000,3,82200000,16400000.0,36400000.0,81500000,5,81500000,10200000.0,28300000.0,80300000,3,0,0,0,0,132,192,0.072981621,0.109472432,0,7215,730.0625,2044.725914,4180904.062,0,0,0,0,1,1,0,0,1,778.7333333,1935.5,6.888888889,132,0,0,0,0,0,0,6,11613,9,62,229,256,4,20,1283888.0,0.0,1283888,1283888,80300000.0,0.0,80300000,80300000,BENIGN
53,187,2,2,82,152,41,41,41.0,0.0,76,76,76.0,0.0,1251336.898,21390.37433,62.33333333,67.64860186,136,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,10695.18717,10695.18717,41,76,55.0,19.17028951,367.5,0,0,0,0,0,0,0,0,1,68.75,41.0,76.0,40,0,0,0,0,0,0,2,82,2,152,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
23102,5997133,1,6,6,36,6,6,6.0,0.0,6,6,6.0,0.0,7.003346432,1.167224405,999522.1667,2437199.554,5974424,3,0,0.0,0.0,0,0,5983865,1196773.0,2670789.752,5974424,3,0,0,0,0,20,120,0.166746344,1.000478062,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,6,6.857142857,6.0,6.0,20,0,0,0,0,0,0,1,6,6,36,229,0,0,20,22709.0,0.0,22709,22709,5974424.0,0.0,5974424,5974424,BENIGN
22,1401295,39,46,2646,7062,408,0,67.84615385,101.8134358,976,0,153.5217391,306.2118177,6927.877428,60.6581769,16682.08333,104818.8068,954660,0,1401295,36876.18421,163434.0778,996131,3,446545,9923.222222,21722.00527,96247,0,0,0,0,0,804,944,27.83139881,32.82677809,0,976,112.8837209,237.1690595,56249.16279,0,0,0,1,0,0,0,0,1,114.2117647,67.84615385,153.5217391,804,0,0,0,0,0,0,39,2646,46,7062,8192,245,37,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23234,1,1,47,128,47,47,47.0,0.0,128,128,128.0,0.0,7532.065077,86.08074374,23234.0,0.0,23234,23234,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,43.04037187,43.04037187,47,128,74.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,111.0,47.0,128.0,20,0,0,0,0,0,0,1,47,1,128,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
39922,6053412,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,5.947059278,0.991176546,1210682.4,2693109.639,6028243,1,0,0.0,0.0,0,0,6033887,1508471.75,3013181.495,6028243,1,0,0,0,0,20,100,0.165196091,0.825980455,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,25169.0,0.0,25169,25169,6028243.0,0.0,6028243,6028243,BENIGN
443,62430,1,1,46,6,46,46,46.0,0.0,6,6,6.0,0.0,832.9328848,32.03588019,62430.0,0.0,62430,62430,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,20,20,16.01794009,16.01794009,6,46,32.66666667,23.09401077,533.3333333,0,1,0,0,1,1,0,0,1,49.0,46.0,6.0,20,0,0,0,0,0,0,1,46,1,6,256,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,106,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,2716981.132,37735.84906,35.33333333,58.60318535,103,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,18867.92453,18867.92453,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61120,1,1,81,158,81,81,81.0,0.0,158,158,158.0,0.0,3910.340314,32.72251309,61120.0,0.0,61120,61120,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.36125654,16.36125654,81,158,106.6666667,44.45597073,1976.333333,0,0,0,0,0,0,0,0,1,160.0,81.0,158.0,32,0,0,0,0,0,0,1,81,1,158,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,37377,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,321.053054,53.50884234,37377.0,0.0,37377,37377,37377,37377.0,0.0,37377,37377,0,0.0,0.0,0,0,0,0,0,0,40,0,53.50884234,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
